tok	changepoint_idx	start_idx	end_idx	value
e\._canadensis	2013-2014	2012-2013	2014-2015	-13.659917631635746
e\._cava	2012-2013	2011-2012	2012-2013	-6.072876062100553
e\._cava	2017-2018	2016-2017	2017-2018	13.534229504915182
e\._cava	2018-2019	2017-2018	2019-2020	-13.873350926401242
e\._coli_o104	2012-2013	2011-2012	2012-2013	-5.8759855507626515
e\._coli_o157	2002-2003	2001-2002	2002-2003	6.591379506216646
e\._coli_o157	2003-2004	2002-2003	2003-2004	-5.89152882297282
e\._histolytica	2006-2007	2005-2006	2006-2007	31.843172301934274
e\._histolytica	2007-2008	2006-2007	2008-2009	-31.65770473344335
e\._maxima	2016-2017	2015-2016	2016-2017	8.733197641243965
e\._maxima	2017-2018	2016-2017	2018-2019	-9.076213305816802
e\._obliqua	2017-2018	2014-2015	2017-2018	8.866960026518516
e\._obliqua	2018-2019	2017-2018	2018-2019	-8.719287167637114
e\._tarda	2010-2011	2009-2010	2010-2011	8.074359951126432
e\._tarda	2011-2012	2010-2011	2012-2013	-8.002917612560738
e\._tarda	2015-2016	2014-2015	2015-2016	6.02230849860898
e\.coli	2004-2005	2003-2004	2004-2005	33.906205920803686
e\.coli	2005-2006	2004-2005	2005-2006	-33.72428149672258
ea\.hy926	2009-2010	2008-2009	2009-2010	12.279176844917806
ea\.hy926	2010-2011	2009-2010	2010-2011	-11.80535243448512
eaats	2015-2016	2014-2015	2015-2016	10.793087442018098
eaats	2016-2017	2015-2016	2016-2017	-10.478324359977321
eabr	2014-2015	2012-2013	2014-2015	9.951560008315635
eabr	2015-2016	2014-2015	2015-2016	-9.69843257935021
eabr	2019-2020	2018-2019	2019-2020	9.492691178941167
eacs	2009-2010	2008-2009	2009-2010	10.062596163312744
eacs	2010-2011	2009-2010	2010-2011	-10.639021795602705
eacvi	2017-2018	2016-2017	2017-2018	-6.458309706289083
eadact	2019-2020	2017-2018	2019-2020	6.592593248578852
eah	2012-2013	2011-2012	2012-2013	6.425116216211576
eah	2013-2014	2012-2013	2015-2016	-6.536713526193521
eam	2007-2008	2006-2007	2007-2008	7.36262124393301
eam	2008-2009	2007-2008	2008-2009	-8.115097749078682
eamg	2011-2012	2009-2010	2011-2012	6.987868797017262
eamg	2012-2013	2011-2012	2012-2013	-7.215948180565037
eams	2015-2016	2014-2015	2015-2016	-5.734582016677709
eams	2016-2017	2015-2016	2016-2017	7.857621486582661
eams	2017-2018	2016-2017	2017-2018	-7.496105416285453
eanm	2012-2013	2011-2012	2012-2013	6.48312044324728
eanm	2013-2014	2012-2013	2013-2014	-6.216273082636179
eanm	2014-2015	2013-2014	2014-2015	12.397856772941624
eanm	2015-2016	2014-2015	2015-2016	-12.527213872575803
eao	2014-2015	2013-2014	2014-2015	8.111426084848459
eao	2015-2016	2014-2015	2015-2016	-8.15104449622687
earphone	2017-2018	2016-2017	2017-2018	6.766042239813674
earphone	2018-2019	2017-2018	2018-2019	-7.078081196345239
earplugs	2011-2012	2010-2011	2011-2012	12.585385105745456
earplugs	2012-2013	2011-2012	2012-2013	-12.357156168921898
ears	2005-2006	2004-2005	2005-2006	15.241633340726757
ears	2006-2007	2005-2006	2006-2007	-15.248074031618787
eat	2003-2004	2002-2003	2003-2004	7.803082630705147
eat	2004-2005	2003-2004	2004-2005	-7.145978810512062
eat1	2019-2020	2018-2019	2019-2020	6.496204919481918
ebase	2017-2018	2016-2017	2017-2018	8.944471927181588
ebase	2018-2019	2017-2018	2018-2019	-9.2509059755243
ebastine	2012-2013	2011-2012	2012-2013	9.023561383700342
ebastine	2013-2014	2012-2013	2013-2014	-9.258814830000652
ebf2	2011-2012	2010-2011	2011-2012	6.5795345068103215
ebf2	2012-2013	2011-2012	2012-2013	-6.215219628408688
ebic	2015-2016	2014-2015	2015-2016	8.395975968503212
ebic	2016-2017	2015-2016	2017-2018	-9.0620816294664
ebinur	2015-2016	2014-2015	2016-2017	-6.228908835125176
ebk	2019-2020	2018-2019	2019-2020	7.379460790038217
ebm	2002-2003	2001-2002	2002-2003	6.051488690865941
ebm	2004-2005	2002-2003	2004-2005	-6.2889704172205345
ebola	2013-2014	2012-2013	2013-2014	7.844537081426773
ebola	2015-2016	2013-2014	2015-2016	-7.329996951500121
ebola_virus	2002-2003	2001-2002	2002-2003	10.538715769732738
ebola_virus	2003-2004	2002-2003	2003-2004	-10.44831482513477
ebpa	2011-2012	2010-2011	2011-2012	8.071051571948718
ebpa	2012-2013	2011-2012	2012-2013	-7.99278295968588
ebt2	2012-2013	2011-2012	2012-2013	-8.152822972567915
ec\-	2008-2009	2007-2008	2008-2009	-7.949347715937883
ecad	2009-2010	2008-2009	2009-2010	7.1623752912044605
ecad	2010-2011	2009-2010	2010-2011	-7.294148628017798
ecc	2007-2008	2006-2007	2007-2008	-6.826860932921752
ecds	2011-2012	2010-2011	2011-2012	5.701735863738861
echantillon	2013-2014	2012-2013	2013-2014	7.464174686789634
echantillon	2014-2015	2013-2014	2014-2015	-7.4946455325147205
echinatin	2017-2018	2016-2017	2017-2018	7.514551756568428
echinatin	2018-2019	2017-2018	2018-2019	-7.028494651091235
echinostomes	2018-2019	2017-2018	2018-2019	6.942026382378035
echinostomes	2019-2020	2018-2019	2019-2020	-7.97397772847229
echo	2001-2002	2000-2001	2001-2002	-6.2786409113475745
echocardiograph	2012-2013	2011-2012	2012-2013	5.832533039134604
echocardiograph	2013-2014	2012-2013	2013-2014	-5.9944969611855194
echopac	2013-2014	2012-2013	2013-2014	5.604561049846031
echopac	2014-2015	2013-2014	2014-2015	-5.741598055818166
ecig	2015-2016	2014-2015	2015-2016	6.294696578061096
ecig	2016-2017	2015-2016	2017-2018	-8.027752524473975
eclampsia	2002-2003	2001-2002	2002-2003	-11.31204958701607
eclosion	2006-2007	2005-2006	2006-2007	9.156865661626732
eclosion	2007-2008	2006-2007	2007-2008	-9.240286317841006
ecls	2009-2010	2008-2009	2009-2010	-12.768244534805959
ecmc	2017-2018	2016-2017	2017-2018	-10.42069600669539
ecohiv	2015-2016	2013-2014	2015-2016	11.191604361478419
ecohiv	2016-2017	2015-2016	2016-2017	-10.378345223020064
ecohiv	2017-2018	2016-2017	2017-2018	9.936880241225916
ecohiv	2018-2019	2017-2018	2018-2019	-9.80778994521548
economics	2001-2002	2000-2001	2001-2002	5.7009258817789155
economics	2002-2003	2001-2002	2002-2003	-6.611824990076566
economics	2003-2004	2002-2003	2003-2004	6.080207772477469
economics	2004-2005	2003-2004	2004-2005	-5.783182484872526
ecopd	2017-2018	2016-2017	2017-2018	5.520533233368335
ecosystem	2001-2002	2000-2001	2001-2002	-13.544323076551347
ecosystems	2001-2002	2000-2001	2002-2003	-12.727834940858607
ecosystems	2003-2004	2002-2003	2003-2004	9.560045107348706
ecosystems	2004-2005	2003-2004	2004-2005	-9.388449640973208
ecpr	2012-2013	2011-2012	2012-2013	12.06113272107029
ecpr	2013-2014	2012-2013	2014-2015	-10.919420187972772
ecrg4	2016-2017	2015-2016	2016-2017	13.958208143197625
ecrg4	2017-2018	2016-2017	2018-2019	-14.866216455733893
ecrhs	2019-2020	2018-2019	2019-2020	7.6680102429594585
ecs	2004-2005	2003-2004	2004-2005	9.495984328934318
ecs	2005-2006	2004-2005	2006-2007	-9.58378587336324
ectodomain	2002-2003	2001-2002	2002-2003	8.383745021104849
ectodomain	2003-2004	2002-2003	2003-2004	-8.114283084037549
ectomycorrhizae	2013-2014	2012-2013	2013-2014	-5.992728970851892
ectomycorrhizae	2014-2015	2013-2014	2014-2015	6.181983918011333
ecu	2009-2010	2008-2009	2009-2010	-5.516728336371167
ecu	2012-2013	2011-2012	2012-2013	7.938097906383524
ecu	2013-2014	2012-2013	2013-2014	-7.33157377142952
eczema	2003-2004	2002-2003	2003-2004	-6.371894288114866
eczematous	2016-2017	2015-2016	2016-2017	6.184174899052741
eczematous	2017-2018	2016-2017	2017-2018	-6.397877284600003
edamame	2018-2019	2017-2018	2018-2019	-7.150048103751079
edaravone	2008-2009	2007-2008	2008-2009	-6.962983414348587
edelphi	2016-2017	2015-2016	2016-2017	7.98657327818443
edelphi	2017-2018	2016-2017	2017-2018	-7.364469132552723
edem1	2019-2020	2018-2019	2019-2020	13.66357103415618
edis	2011-2012	2010-2011	2011-2012	6.815818815164978
edis	2012-2013	2011-2012	2013-2014	-7.05929325266616
edis	2014-2015	2013-2014	2014-2015	11.324407401873973
edis	2015-2016	2014-2015	2015-2016	-10.940820889970807
edis	2016-2017	2015-2016	2016-2017	7.639140107306662
edis	2017-2018	2016-2017	2017-2018	-7.979937856717091
edis	2018-2019	2017-2018	2018-2019	19.728200202882554
edis	2019-2020	2018-2019	2019-2020	-18.88381747141068
editors	2002-2003	2000-2001	2002-2003	6.4607878373255705
editors	2005-2006	2004-2005	2005-2006	7.4014169713320195
editors	2006-2007	2005-2006	2007-2008	-7.8457855633984614
edlcs	2016-2017	2015-2016	2016-2017	-7.740133909933511
edlcs	2018-2019	2017-2018	2018-2019	8.284468421342265
edlcs	2019-2020	2018-2019	2019-2020	-8.6107211551767
eds	2002-2003	2001-2002	2003-2004	-7.852713135887749
eds	2006-2007	2005-2006	2006-2007	5.934072258094242
eds	2007-2008	2006-2007	2007-2008	-5.612322096809346
edta	2001-2002	2000-2001	2002-2003	-10.276337136767255
educating	2002-2003	2001-2002	2002-2003	8.564147243094306
educating	2003-2004	2002-2003	2003-2004	-7.4725415034705485
ee2	2011-2012	2010-2011	2011-2012	13.112049300891478
ee2	2012-2013	2011-2012	2012-2013	-13.522600328965607
eea	2009-2010	2008-2009	2009-2010	17.88659196894618
eea	2010-2011	2009-2010	2010-2011	-17.821896096089407
eef2	2006-2007	2005-2006	2006-2007	6.20646126428657
eef2	2008-2009	2006-2007	2008-2009	-6.669492565991938
eeg\)\-based	2013-2014	2012-2013	2013-2014	5.636996584190054
eehv	2016-2017	2015-2016	2016-2017	8.29331631616912
eehv	2017-2018	2016-2017	2017-2018	-7.765386983341892
eehv1	2012-2013	2011-2012	2012-2013	8.278753502486916
eehv1	2013-2014	2012-2013	2013-2014	-8.128397024523993
eehv1	2015-2016	2014-2015	2015-2016	10.670565231488501
eehv1	2016-2017	2015-2016	2016-2017	-10.466711474664027
eelgrass	2011-2012	2010-2011	2011-2012	5.585254639868311
eelgrass	2015-2016	2014-2015	2015-2016	7.490182372190962
eelgrass	2016-2017	2015-2016	2016-2017	-6.689181446178496
eets	2010-2011	2008-2009	2010-2011	-6.515323297083578
eeyou	2016-2017	2015-2016	2016-2017	6.09271374320583
eeyou	2017-2018	2016-2017	2017-2018	-5.802274984861063
ef1	2012-2013	2011-2012	2012-2013	14.875387152420721
ef1	2013-2014	2012-2013	2013-2014	-14.468167442023908
ef1a	2012-2013	2011-2012	2012-2013	13.259367662190803
ef1a	2013-2014	2012-2013	2014-2015	-13.024358802782462
ef4	2013-2014	2012-2013	2013-2014	10.924315776646969
ef4	2014-2015	2013-2014	2014-2015	-11.201278090724205
efast	2014-2015	2013-2014	2014-2015	-7.041747916699971
efd	2012-2013	2011-2012	2012-2013	5.775965502425912
efd	2013-2014	2012-2013	2013-2014	-5.8060327675662435
efda	2017-2018	2016-2017	2017-2018	6.157136608893011
efda	2018-2019	2017-2018	2018-2019	-5.734109718775092
efemp1	2010-2011	2009-2010	2010-2011	8.40819326169305
efemp1	2011-2012	2010-2011	2011-2012	-8.761997739588095
efemp1	2012-2013	2011-2012	2012-2013	6.7637043142328075
efemp1	2013-2014	2012-2013	2013-2014	-6.577841513769926
efferent	2002-2003	2001-2002	2002-2003	6.9539410670837585
efferent	2003-2004	2002-2003	2003-2004	-6.86175354746792
efficacies	2005-2006	2004-2005	2005-2006	9.126729972080991
efficacies	2006-2007	2005-2006	2006-2007	-8.956729107455807
efg1	2013-2014	2012-2013	2013-2014	-5.528915505401891
efg1	2014-2015	2013-2014	2014-2015	10.377510060597457
efg1	2015-2016	2014-2015	2015-2016	-9.754475280692198
eflornithine	2015-2016	2013-2014	2015-2016	7.105000660204894
eflornithine	2016-2017	2015-2016	2016-2017	-7.241920229175353
eflornithine	2017-2018	2016-2017	2017-2018	11.486513103335783
eflornithine	2018-2019	2017-2018	2018-2019	-11.243934159809868
eflornithine	2019-2020	2018-2019	2019-2020	12.234344584575933
efn	2011-2012	2010-2011	2011-2012	8.668362984710885
efn	2012-2013	2011-2012	2012-2013	-8.226896334099278
efnb1	2012-2013	2011-2012	2012-2013	16.38806487110404
efnb1	2013-2014	2012-2013	2013-2014	-15.69861841449758
eftud2	2013-2014	2012-2013	2013-2014	-6.973607409587384
eftud2	2018-2019	2017-2018	2018-2019	6.242172734368886
eftud2	2019-2020	2018-2019	2019-2020	-5.947828773347853
egds	2012-2013	2011-2012	2012-2013	6.222445922646164
egds	2013-2014	2012-2013	2013-2014	-6.909715744320333
egds	2014-2015	2013-2014	2014-2015	6.190837839960967
egdt	2007-2008	2006-2007	2007-2008	8.309617026374724
egdt	2008-2009	2007-2008	2008-2009	-9.703084416453926
egfrcys	2010-2011	2009-2010	2010-2011	7.636221508762699
egfrm	2017-2018	2016-2017	2017-2018	-5.503029439273753
egfrm	2019-2020	2018-2019	2019-2020	-5.500130274078469
egg\-	2017-2018	2016-2017	2017-2018	5.730644969745088
egg\-	2018-2019	2017-2018	2018-2019	-6.593879162044334
egi	2012-2013	2011-2012	2012-2013	-5.92322866736294
egjoo	2017-2018	2016-2017	2017-2018	17.113060772957887
egjoo	2018-2019	2017-2018	2019-2020	-17.327755539189557
egln1	2013-2014	2012-2013	2013-2014	8.664642713094018
egln1	2014-2015	2013-2014	2014-2015	-8.588630541519858
egs	2007-2008	2006-2007	2007-2008	-13.956862934532671
egs	2008-2009	2007-2008	2008-2009	6.644788612317189
egs	2010-2011	2008-2009	2010-2011	-6.212185495546494
ehd1	2009-2010	2008-2009	2009-2010	12.82500859456271
ehd1	2010-2011	2009-2010	2010-2011	-12.037571549186232
ehts	2011-2012	2010-2011	2011-2012	7.22590860107328
ehts	2012-2013	2011-2012	2012-2013	-7.621629219364659
eid50	2009-2010	2008-2009	2009-2010	6.07787597929934
eid50	2012-2013	2011-2012	2012-2013	10.82694732988958
eid50	2013-2014	2012-2013	2013-2014	-10.42175424909779
eif1ax	2015-2016	2014-2015	2015-2016	8.327793806576498
eif1ax	2016-2017	2015-2016	2016-2017	-8.06687855228236
eif2	2005-2006	2004-2005	2005-2006	-8.220045952689745
eif2a	2013-2014	2012-2013	2013-2014	9.211299442188855
eif2a	2014-2015	2013-2014	2014-2015	-9.00389802893157
eif2d	2016-2017	2015-2016	2016-2017	12.425653857086704
eif2d	2017-2018	2016-2017	2017-2018	-13.248655987509434
eif2d	2019-2020	2018-2019	2019-2020	7.172825681194729
eif3f	2019-2020	2018-2019	2019-2020	13.361048050879695
eif4a3	2010-2011	2009-2010	2010-2011	6.420158546582458
eif4a3	2012-2013	2010-2011	2012-2013	-6.675301531415688
eif4b	2011-2012	2010-2011	2011-2012	-19.435436580810208
eimeriidae	2013-2014	2012-2013	2013-2014	8.342707350799394
eimeriidae	2014-2015	2013-2014	2014-2015	-8.006774086199279
eimfs	2017-2018	2016-2017	2017-2018	6.3196774400134705
eimfs	2018-2019	2017-2018	2018-2019	-6.183355815920184
ein	2019-2020	2018-2019	2019-2020	6.626964762941188
ein3	2011-2012	2010-2011	2011-2012	5.673435401646957
eindhoven	2013-2014	2012-2013	2013-2014	7.389434829373025
eindhoven	2014-2015	2013-2014	2014-2015	-6.567783256370784
eine	2019-2020	2018-2019	2019-2020	12.758168678890721
einer	2019-2020	2017-2018	2019-2020	11.405153839069559
einthoven	2017-2018	2016-2017	2017-2018	6.498604247121505
einthoven	2019-2020	2017-2018	2019-2020	-6.407074434687791
eipa	2018-2019	2017-2018	2018-2019	19.76472292001145
eipa	2019-2020	2018-2019	2019-2020	-19.107697250271695
eirs	2011-2012	2010-2011	2011-2012	5.881227011658025
eirs	2012-2013	2011-2012	2013-2014	-7.382574814522376
eisenmenger	2010-2011	2009-2010	2010-2011	-13.064111864122436
eisenmenger	2014-2015	2013-2014	2014-2015	6.669688891432188
eisenmenger	2015-2016	2014-2015	2015-2016	-6.474066199182013
eisosomes	2010-2011	2009-2010	2010-2011	11.216070822803362
eisosomes	2011-2012	2010-2011	2012-2013	-11.236840140601887
ej	2008-2009	2007-2008	2008-2009	5.575420310486006
ejtm	2017-2018	2015-2016	2017-2018	10.166083176357073
ejtm	2018-2019	2017-2018	2018-2019	-9.595506721165021
ek	2008-2009	2007-2008	2008-2009	9.550789815821357
ek	2009-2010	2008-2009	2010-2011	-9.63877598388644
ek	2011-2012	2010-2011	2011-2012	6.490711068368611
ek	2012-2013	2011-2012	2012-2013	-6.231882572110226
ek	2013-2014	2012-2013	2013-2014	6.685431845959861
ek	2014-2015	2013-2014	2014-2015	-5.926622860570928
ekr	2017-2018	2016-2017	2017-2018	10.789982125664183
ekr	2018-2019	2017-2018	2019-2020	-10.780812548375145
elafibranor	2018-2019	2017-2018	2019-2020	-9.894455807160451
elapidae	2015-2016	2014-2015	2015-2016	7.914106273014483
elapidae	2016-2017	2015-2016	2016-2017	-8.220576698739837
elastase	2002-2003	2001-2002	2002-2003	8.85532402941698
elastase	2003-2004	2002-2003	2003-2004	-9.419236656227458
elastase	2004-2005	2003-2004	2004-2005	6.049974966414013
elastix	2018-2019	2017-2018	2018-2019	8.009790907547645
elastix	2019-2020	2018-2019	2019-2020	-7.757756960307537
elastoplasticity	2019-2020	2018-2019	2019-2020	7.8424686007109745
elastoviscoplastic	2019-2020	2018-2019	2019-2020	7.12088732974216
electrocaloric	2014-2015	2013-2014	2014-2015	13.954180105006087
electrocaloric	2015-2016	2014-2015	2015-2016	-13.305038225601475
electrocardiogram	2001-2002	2000-2001	2001-2002	12.684320222748017
electrocardiogram	2002-2003	2001-2002	2002-2003	-11.97944843627286
electrocatalysis	2012-2013	2010-2011	2012-2013	7.928676712126826
electrocatalysis	2013-2014	2012-2013	2014-2015	-7.173620041177253
electroclinical	2012-2013	2011-2012	2012-2013	6.635101204916885
electroclinical	2013-2014	2012-2013	2013-2014	-6.414715156841142
electroconvulsive	2001-2002	2000-2001	2001-2002	7.764154505376536
electroconvulsive	2002-2003	2001-2002	2002-2003	-7.196471589562576
electrocution	2010-2011	2009-2010	2010-2011	13.163226763517677
electrocution	2011-2012	2010-2011	2011-2012	-12.534624373651923
electroformation	2010-2011	2009-2010	2010-2011	10.485571897109818
electroformation	2011-2012	2010-2011	2011-2012	-11.371718940899814
electrogastrography	2016-2017	2014-2015	2016-2017	7.436088000315605
electrogastrography	2017-2018	2016-2017	2017-2018	-7.036332531352659
electrolysers	2015-2016	2014-2015	2015-2016	6.145909175036372
electrolysers	2016-2017	2015-2016	2017-2018	-7.0876440575976645
electromagnetic	2001-2002	2000-2001	2001-2002	10.27487138993389
electromagnetic	2002-2003	2001-2002	2004-2005	-10.068974193289694
electrometer	2018-2019	2017-2018	2018-2019	-6.119588095238582
electromigration	2014-2015	2013-2014	2014-2015	6.762925626958923
electromigration	2016-2017	2014-2015	2016-2017	-6.256454918127439
electrons	2004-2005	2003-2004	2004-2005	12.913167052513362
electrons	2005-2006	2004-2005	2005-2006	-12.989823217198047
electrostimulation	2008-2009	2007-2008	2008-2009	5.637347902280038
electrostimulation	2011-2012	2010-2011	2011-2012	6.334479253422329
electrostimulation	2012-2013	2011-2012	2012-2013	-6.570132446142327
elf1	2018-2019	2017-2018	2018-2019	-5.703367715024575
elf4	2019-2020	2018-2019	2019-2020	5.550214551519207
elgan	2015-2016	2014-2015	2015-2016	7.876229836177631
elgan	2016-2017	2015-2016	2016-2017	-7.263561989382327
elites	2010-2011	2009-2010	2010-2011	6.479671938473274
elites	2011-2012	2010-2011	2011-2012	-6.678846681196108
elixhauser	2009-2010	2008-2009	2009-2010	9.53668560096957
elixhauser	2010-2011	2009-2010	2011-2012	-9.422250173357455
ellagitannins	2011-2012	2010-2011	2011-2012	7.379481086260207
ellagitannins	2012-2013	2011-2012	2013-2014	-7.271528876520758
elle	2009-2010	2008-2009	2009-2010	6.806039293449493
elle	2010-2011	2009-2010	2010-2011	-6.055570631131828
elli	2019-2020	2018-2019	2019-2020	10.459454328983353
ellipticine	2007-2008	2006-2007	2007-2008	14.830255322222028
ellipticine	2008-2009	2007-2008	2008-2009	-15.065396456551541
ellipticine	2010-2011	2009-2010	2010-2011	5.759162813344272
ellipticine	2013-2014	2012-2013	2013-2014	11.021432184781453
ellipticine	2014-2015	2013-2014	2014-2015	-10.50980278436701
elms	2013-2014	2012-2013	2013-2014	16.4389326341007
elms	2014-2015	2013-2014	2014-2015	-16.473367598004796
elongases	2009-2010	2008-2009	2009-2010	5.557465252320675
elongases	2015-2016	2014-2015	2015-2016	8.900741273219918
elongases	2016-2017	2015-2016	2017-2018	-8.505304358695911
elongasome	2018-2019	2017-2018	2018-2019	7.105080553395185
elongasome	2019-2020	2018-2019	2019-2020	-5.926353115917289
elovl1	2014-2015	2013-2014	2014-2015	6.891773854576792
elovl1	2015-2016	2014-2015	2015-2016	-6.458923404660919
elovl2	2013-2014	2012-2013	2013-2014	6.116758424562449
elovl2	2014-2015	2013-2014	2014-2015	-5.792380672653934
elovl6	2012-2013	2011-2012	2012-2013	10.335329075427378
elovl6	2013-2014	2012-2013	2013-2014	-9.393552852015805
elr	2013-2014	2012-2013	2013-2014	5.661163290786093
elsa	2013-2014	2012-2013	2013-2014	12.561683690147621
elsa	2014-2015	2013-2014	2014-2015	-12.283451806733963
eluxadoline	2014-2015	2013-2014	2014-2015	-8.384262630071376
embankment	2012-2013	2011-2012	2012-2013	5.564425300776873
emea	2019-2020	2018-2019	2019-2020	9.168254050715655
emean	2016-2017	2015-2016	2016-2017	7.086669478340409
emean	2018-2019	2016-2017	2018-2019	-6.375959048933831
emersion	2012-2013	2011-2012	2012-2013	6.303870703733679
emersion	2013-2014	2012-2013	2013-2014	-6.438565498053031
emersion	2015-2016	2014-2015	2015-2016	7.289377671010735
emersion	2016-2017	2015-2016	2017-2018	-7.597746651255482
emesis	2001-2002	2000-2001	2001-2002	5.868217880717364
emission	2003-2004	2000-2001	2003-2004	-6.978614422077392
emissions	2001-2002	2000-2001	2002-2003	-13.68606188132731
emissivity	2008-2009	2007-2008	2008-2009	-6.812740029815673
emla	2010-2011	2009-2010	2010-2011	10.453499172219939
emla	2011-2012	2010-2011	2011-2012	-9.930728759082259
emm89	2014-2015	2012-2013	2014-2015	7.031163771952091
emm89	2015-2016	2014-2015	2015-2016	-7.060254017848891
emodiversity	2019-2020	2018-2019	2019-2020	7.679159342440364
emulsifier	2009-2010	2008-2009	2009-2010	5.603876283972359
emulsifier	2010-2011	2009-2010	2010-2011	-5.580079966184048
emulsifying	2009-2010	2008-2009	2009-2010	5.6010560218242365
emulsifying	2010-2011	2009-2010	2010-2011	-5.8380444603653
emvs	2013-2014	2012-2013	2013-2014	6.850726547477226
emvs	2014-2015	2013-2014	2014-2015	-6.890824606591471
emvs	2015-2016	2014-2015	2015-2016	5.7085961374810665
emx2	2009-2010	2008-2009	2009-2010	5.999064665156675
ena	2006-2007	2005-2006	2006-2007	7.636477012646928
ena	2007-2008	2006-2007	2007-2008	-7.662191965065938
enac	2003-2004	2002-2003	2003-2004	6.1298750075271204
enaction	2018-2019	2017-2018	2018-2019	9.600780404683146
enaction	2019-2020	2018-2019	2019-2020	-8.083261417263824
enadenotucirev	2018-2019	2017-2018	2018-2019	13.421463852003535
enadenotucirev	2019-2020	2018-2019	2019-2020	-12.922863068916262
enam	2008-2009	2007-2008	2008-2009	5.988350567370001
enam	2009-2010	2008-2009	2009-2010	-5.81845735396375
enamelin	2008-2009	2007-2008	2008-2009	5.736076698163836
enamelin	2009-2010	2008-2009	2009-2010	-5.718909698096816
enamic	2015-2016	2014-2015	2015-2016	7.415198602145702
enamic	2016-2017	2015-2016	2016-2017	-7.718045681403002
enanthate	2012-2013	2011-2012	2012-2013	-7.929681378482593
enanthate	2016-2017	2015-2016	2016-2017	6.810176477419782
enanthate	2017-2018	2016-2017	2017-2018	-6.136281492626297
enantiomorphism	2017-2018	2016-2017	2017-2018	5.856896408764296
enantiomorphism	2018-2019	2017-2018	2018-2019	-6.001073238893965
enantiopurity	2017-2018	2016-2017	2017-2018	7.514758041318138
enantiopurity	2018-2019	2017-2018	2018-2019	-6.562020178419526
enasidenib	2018-2019	2017-2018	2018-2019	-18.356548897728047
encapsulation	2002-2003	2001-2002	2002-2003	-9.187620812586683
encases	2015-2016	2014-2015	2015-2016	5.986017968120094
enceinte	2013-2014	2012-2013	2013-2014	7.928523180070597
enceinte	2014-2015	2013-2014	2014-2015	-7.10657753861733
enceladus	2016-2017	2015-2016	2016-2017	12.742949054052996
enceladus	2017-2018	2016-2017	2017-2018	-12.921454167751984
encephalization	2013-2014	2012-2013	2013-2014	11.830923902224663
encephalization	2014-2015	2013-2014	2014-2015	-11.535132654400867
encephalization	2018-2019	2017-2018	2018-2019	9.156688672633507
encephalization	2019-2020	2018-2019	2019-2020	-10.160144782901144
encephalopathy	2002-2003	2001-2002	2002-2003	6.991091399035043
encephalopathy	2003-2004	2002-2003	2003-2004	-6.190087610630485
enchondroma	2011-2012	2010-2011	2011-2012	5.562024579518748
encompassed	2004-2005	2003-2004	2004-2005	7.229731662106014
encompassed	2005-2006	2004-2005	2005-2006	-7.236782259471818
encrusted	2011-2012	2009-2010	2011-2012	6.74055821322905
encrusted	2012-2013	2011-2012	2012-2013	-6.060486732495953
endgame	2011-2012	2010-2011	2011-2012	-6.015235902896357
endgame	2013-2014	2012-2013	2013-2014	-5.617472457717688
endocannabinoid	2006-2007	2005-2006	2006-2007	31.222574512296354
endocannabinoid	2007-2008	2006-2007	2007-2008	-29.74363912712999
endoclips	2010-2011	2009-2010	2010-2011	5.7218935123691015
endoclips	2011-2012	2010-2011	2011-2012	-7.30198429568211
endocrown	2016-2017	2015-2016	2016-2017	7.872915603511325
endocrown	2017-2018	2016-2017	2017-2018	-6.806419605805305
endogenization	2019-2020	2018-2019	2019-2020	8.077123674374722
endogenously	2001-2002	2000-2001	2002-2003	-8.648658711173647
endogenously	2003-2004	2002-2003	2003-2004	8.992983120855923
endogenously	2004-2005	2003-2004	2004-2005	-8.000921331058464
endografts	2009-2010	2008-2009	2009-2010	6.0718811858828055
endografts	2010-2011	2009-2010	2010-2011	-6.640111417525435
endohedral	2013-2014	2012-2013	2013-2014	-5.972620156889487
endoleaks	2009-2010	2008-2009	2009-2010	8.472137765524028
endoleaks	2010-2011	2009-2010	2010-2011	-8.936594606523556
endolysin	2010-2011	2009-2010	2010-2011	16.32260356328417
endolysin	2011-2012	2010-2011	2011-2012	-15.59906910821439
endolysins	2013-2014	2012-2013	2013-2014	8.671284473451761
endolysins	2014-2015	2013-2014	2014-2015	-8.637426646088036
endomicroscopy	2008-2009	2007-2008	2008-2009	6.415609030041519
endomicroscopy	2009-2010	2008-2009	2009-2010	-6.422692207119521
endomorphin\-2	2019-2020	2018-2019	2019-2020	6.476778314277308
endonuclease	2001-2002	2000-2001	2001-2002	-6.251591332870076
endoperoxide	2008-2009	2007-2008	2008-2009	8.92668860529449
endoperoxide	2009-2010	2008-2009	2009-2010	-9.099248314949659
endoplasmic_reticulum	2014-2015	2013-2014	2014-2015	5.529789621270758
endopod	2013-2014	2012-2013	2013-2014	7.101454662736618
endopod	2014-2015	2013-2014	2014-2015	-7.0825495057430246
endopod	2018-2019	2017-2018	2018-2019	6.625118182233874
endopod	2019-2020	2018-2019	2019-2020	-6.9284910696024085
endopredict	2019-2020	2018-2019	2019-2020	5.8789963115857855
endoprosthetics	2018-2019	2017-2018	2018-2019	7.130748670415216
endoprosthetics	2019-2020	2018-2019	2019-2020	-8.121329413065283
endosulfan	2002-2003	2001-2002	2002-2003	16.39781204053298
